_id,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,one_room_sold,two_room_sold,three_room_sold,four_room_sold,five_room_sold,exec_sold,multigen_sold,studio_apartment_sold,one_room_rental,two_room_rental,three_room_rental,other_room_rental
755,116,SIMEI ST 1,11,1987,Y,Y,N,N,N,N,TAP,172,0,0,0,108,64,0,0,0,0,0,0,0
756,116,TECK WHYE LANE,10,1988,Y,N,N,Y,N,N,CCK,81,0,0,0,49,32,0,0,0,0,0,0,0
757,116,YISHUN RING RD,9,1982,Y,Y,N,N,N,N,YS,152,0,0,104,48,0,0,0,0,0,0,0,0
758,116A,BT MERAH CTRL,1,2006,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
759,116A,BEDOK NTH RD,3,2005,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
760,116A,CANBERRA CRES,11,2018,Y,N,N,N,N,N,SB,84,0,28,20,36,0,0,0,0,0,0,0,0
761,116A,JLN TENTERAM,31,2016,Y,N,N,N,N,N,KWN,204,0,0,90,114,0,0,0,0,0,0,0,0
762,116A,PLANTATION CRES,14,2024,Y,N,N,N,N,N,TG,176,0,74,0,76,26,0,0,0,0,0,0,0
763,116A,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,128,0,0,0,32,64,32,0,0,0,0,0,0
764,116B,JLN TENTERAM,31,2016,Y,Y,N,N,N,N,KWN,174,0,0,84,90,0,0,0,0,0,0,0,0
765,116B,PLANTATION CRES,14,2024,Y,N,N,N,N,N,TG,139,0,88,0,22,29,0,0,0,0,0,0,0
766,116B,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,131,0,0,0,34,65,32,0,0,0,0,0,0
767,116C,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,96,0,0,0,32,64,0,0,0,0,0,0,0
768,116D,RIVERVALE DR,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
769,117,ALJUNIED AVE 2,1,1978,N,N,Y,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
770,117,ALKAFF CRES,3,2019,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
771,117,ANG MO KIO AVE 4,12,1977,Y,N,N,N,N,N,AMK,153,0,0,119,33,1,0,0,0,0,0,0,0
772,117,BEDOK NTH RD,13,1977,Y,Y,N,Y,N,N,BD,211,0,0,170,36,2,3,0,0,0,0,0,0
773,117,BEDOK RESERVOIR RD,10,1985,Y,Y,N,N,N,N,BD,97,0,0,81,16,0,0,0,0,0,0,0,0
774,117,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0
775,117,BT BATOK WEST AVE 6,25,1984,Y,Y,N,N,N,N,BB,96,0,0,0,0,96,0,0,0,0,0,0,0
776,117,BT MERAH CTRL,25,1977,Y,N,N,N,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0
777,117,BT MERAH VIEW,16,1973,Y,N,N,Y,N,N,BM,280,0,0,0,0,0,0,0,0,280,0,0,0
778,117,C'WEALTH DR,2,1965,N,Y,N,Y,N,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
779,117,CANBERRA CRES,4,2018,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
780,117,CLEMENTI ST 13,15,1984,Y,N,N,N,N,N,CL,140,0,0,0,140,0,0,0,0,0,0,0,0
781,117,EDGEFIELD PLAINS,17,2001,Y,N,N,N,N,N,PG,128,0,0,0,32,32,64,0,0,0,0,0,0
782,117,HOUGANG AVE 1,4,1981,Y,N,N,N,N,N,HG,18,0,0,18,0,0,0,0,0,0,0,0,0
783,117,HO CHING RD,10,1971,Y,N,N,N,N,N,JW,160,0,0,0,0,0,0,0,0,0,160,0,0
784,117,JLN BT MERAH,12,1968,Y,N,N,Y,N,N,BM,154,0,0,0,0,0,0,0,0,0,136,18,0
785,117,JLN TENTERAM,1,2017,N,N,N,N,N,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
786,117,LOR 1 TOA PAYOH,10,1967,Y,N,N,N,N,N,TP,116,0,0,111,0,4,0,0,0,0,0,1,0
787,117,MARSILING RISE,4,1984,Y,N,N,N,N,N,WL,8,0,0,0,0,0,8,0,0,0,0,0,0
788,117,PASIR RIS ST 11,11,1988,Y,N,N,N,N,N,PRC,90,0,0,0,70,20,0,0,0,0,0,0,0
789,117,PENDING RD,4,1986,Y,Y,N,N,N,N,BP,26,0,0,19,7,0,0,0,0,0,0,0,0
790,117,POTONG PASIR AVE 1,13,1984,Y,N,N,N,N,N,TP,156,0,0,90,66,0,0,0,0,0,0,0,0
791,117,SERANGOON NTH AVE 1,13,1984,Y,N,N,N,N,N,SGN,96,0,0,0,18,78,0,0,0,0,0,0,0
792,117,SIMEI ST 1,11,1987,Y,N,N,N,N,N,TAP,120,0,0,0,48,72,0,0,0,0,0,0,0
793,117,TAMPINES ST 11,11,2014,Y,N,N,Y,N,N,TAP,149,0,26,0,0,0,0,0,123,0,0,0,0
794,117,TECK WHYE LANE,10,1988,Y,N,N,N,N,N,CCK,72,0,0,0,40,32,0,0,0,0,0,0,0
795,117,YISHUN RING RD,9,1982,Y,N,N,N,N,N,YS,128,0,0,80,48,0,0,0,0,0,0,0,0
796,117A,CANBERRA CRES,11,2019,Y,N,N,N,N,N,SB,110,0,50,40,20,0,0,0,0,0,0,0,0
797,117A,HO CHING RD,1,2003,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
798,117A,JLN MEMBINA,6,2001,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
799,117A,JLN TENTERAM,30,2016,Y,N,N,N,N,N,KWN,203,0,0,87,116,0,0,0,0,0,0,0,0
800,117A,PLANTATION CRES,14,2024,Y,N,N,N,N,N,TG,75,0,0,0,24,51,0,0,0,0,0,0,0
801,117A,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,128,0,0,0,32,64,32,0,0,0,0,0,0
802,117B,CANBERRA CRES,11,2019,Y,N,N,Y,N,N,SB,87,0,39,20,28,0,0,0,0,0,0,0,0
803,117B,JLN TENTERAM,30,2016,Y,N,N,N,N,N,KWN,174,0,0,58,116,0,0,0,0,0,0,0,0
804,117B,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,131,0,0,0,34,65,32,0,0,0,0,0,0
805,117C,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,96,0,0,0,32,64,0,0,0,0,0,0,0
806,117D,RIVERVALE DR,5,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
807,118,ALKAFF CRES,1,2019,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
808,118,ALJUNIED AVE 2,7,1986,N,Y,N,Y,Y,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
809,118,ANG MO KIO AVE 4,12,1977,Y,N,N,N,N,N,AMK,151,0,0,115,33,3,0,0,0,0,0,0,0
810,118,BEDOK RESERVOIR RD,4,1985,Y,N,N,N,N,N,BD,32,0,0,0,32,0,0,0,0,0,0,0,0
811,118,BEDOK NTH ST 2,19,1977,Y,N,N,N,N,N,BD,108,0,0,0,16,92,0,0,0,0,0,0,0
812,118,BISHAN ST 12,4,1986,Y,N,N,N,N,N,BH,16,0,0,8,8,0,0,0,0,0,0,0,0
813,118,BT MERAH VIEW,15,2001,Y,N,N,Y,N,N,BM,130,0,43,0,0,0,0,0,87,0,0,0,0
814,118,BT BATOK WEST AVE 6,8,1983,Y,N,N,Y,N,N,BB,88,0,0,0,88,0,0,0,0,0,0,0,0
815,118,C'WEALTH CRES,2,1965,N,Y,N,Y,N,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
816,118,CANBERRA CRES,1,2019,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
817,118,CLEMENTI ST 13,15,1984,Y,Y,N,N,N,N,CL,140,0,0,0,140,0,0,0,0,0,0,0,0
818,118,CORPORATION DR,10,1971,Y,N,N,N,N,N,JW,160,0,0,0,0,0,0,0,0,0,160,0,0
819,118,EDGEFIELD PLAINS,17,2001,Y,N,N,N,N,N,PG,128,0,0,0,32,32,64,0,0,0,0,0,0
820,118,HOUGANG AVE 1,4,1981,Y,Y,N,N,N,N,HG,15,0,0,15,0,0,0,0,0,0,0,0,0
821,118,JLN MEMBINA,1,2002,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
822,118,LOR 1 TOA PAYOH,10,1967,Y,N,N,N,N,N,TP,118,0,0,116,0,2,0,0,0,0,0,0,0
823,118,MARSILING RISE,12,1984,Y,N,N,N,N,N,WL,57,0,0,0,0,11,46,0,0,0,0,0,0
824,118,PASIR RIS ST 11,13,1988,Y,N,N,N,N,N,PRC,84,0,0,0,60,24,0,0,0,0,0,0,0
825,118,PENDING RD,12,1986,Y,N,N,N,N,N,BP,132,0,0,66,66,0,0,0,0,0,0,0,0
826,118,POTONG PASIR AVE 1,4,1984,Y,N,N,N,N,N,TP,96,0,0,72,24,0,0,0,0,0,0,0,0
827,118,RIVERVALE DR,5,1999,N,Y,Y,Y,N,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
828,118,SERANGOON NTH AVE 1,13,1984,Y,N,N,N,N,N,SGN,96,0,0,0,96,0,0,0,0,0,0,0,0
829,118,TECK WHYE LANE,11,1988,Y,Y,N,N,N,N,CCK,120,0,0,0,78,42,0,0,0,0,0,0,0
830,118,YISHUN RING RD,9,1982,Y,N,N,N,N,N,YS,144,0,0,96,48,0,0,0,0,0,0,0,0
831,118A,ALKAFF CRES,17,2019,Y,N,N,N,N,N,TP,339,0,0,102,237,0,0,0,0,0,0,0,0
832,118A,BT MERAH VIEW,1,2001,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
833,118A,CANBERRA CRES,11,2019,Y,N,N,N,N,N,SB,76,0,43,16,17,0,0,0,0,0,0,0,0
834,118A,CORPORATION DR,1,2012,N,N,N,Y,N,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
835,118A,JLN MEMBINA,30,2001,Y,N,N,Y,N,N,BM,172,0,0,0,172,0,0,0,0,0,0,0,0
836,118A,LOR 1 TOA PAYOH,1,1997,N,N,N,Y,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
837,118A,PLANTATION CRES,11,2024,Y,N,N,N,N,N,TG,117,0,40,39,38,0,0,0,0,0,0,0,0
838,118A,TECK WHYE LANE,5,2001,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
839,118B,CANBERRA CRES,11,2019,Y,N,N,N,N,N,SB,84,0,14,20,50,0,0,0,0,0,0,0,0
840,118B,JLN MEMBINA,30,2001,Y,N,N,N,N,N,BM,143,0,0,0,58,85,0,0,0,0,0,0,0
841,118C,JLN MEMBINA,30,2001,Y,N,N,N,N,N,BM,143,0,0,0,58,85,0,0,0,0,0,0,0
842,118D,JLN MEMBINA,30,2001,Y,N,N,Y,N,N,BM,172,0,0,0,172,0,0,0,0,0,0,0,0
843,119,ALJUNIED AVE 2,2,1981,Y,Y,N,N,N,N,GL,3,0,0,3,0,0,0,0,0,0,0,0,0
844,119,ANG MO KIO AVE 3,11,1977,Y,N,N,N,N,N,AMK,196,0,0,171,20,1,3,0,0,0,0,1,0
845,119,BEDOK NTH RD,12,1977,Y,N,N,Y,N,N,BD,154,0,0,0,154,0,0,0,0,0,0,0,0
846,119,BEDOK RESERVOIR RD,4,1985,Y,N,N,N,N,N,BD,32,0,0,0,32,0,0,0,0,0,0,0,0
847,119,BISHAN ST 12,13,1986,Y,N,N,N,N,N,BH,60,0,0,0,0,0,60,0,0,0,0,0,0
848,119,BT MERAH VIEW,16,1974,Y,N,N,Y,N,N,BM,296,0,0,292,0,4,0,0,0,0,0,0,0
849,119,BT MERAH CTRL,5,1989,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
850,119,BT MERAH LANE 1,2,1978,Y,Y,N,N,N,N,BM,3,0,0,0,0,0,0,0,0,0,0,3,0
851,119,BT BATOK WEST AVE 6,11,1983,Y,N,N,N,N,N,BB,80,0,0,0,80,0,0,0,0,0,0,0,0
852,119,CANBERRA CRES,1,2017,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
853,119,EDGEFIELD PLAINS,4,2001,N,N,N,Y,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
854,119,HO CHING RD,11,1971,Y,N,N,N,N,N,JW,198,0,0,198,0,0,0,0,0,0,0,0,0
855,119,HOUGANG AVE 1,11,1980,Y,N,N,N,N,N,HG,119,0,0,98,20,0,1,0,0,0,0,0,0
856,119,KIM TIAN RD,1,2001,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
857,119,LOR 1 TOA PAYOH,10,1967,Y,N,N,N,N,N,TP,117,0,0,114,0,3,0,0,0,0,0,0,0
858,119,MARSILING RISE,13,1984,Y,N,N,N,N,N,WL,72,0,0,0,24,0,48,0,0,0,0,0,0
859,119,MCNAIR RD,15,1986,Y,N,N,N,N,N,KWN,96,0,0,0,68,28,0,0,0,0,0,0,0
860,119,PASIR RIS ST 11,11,1988,Y,N,N,N,N,N,PRC,90,0,0,0,70,20,0,0,0,0,0,0,0
861,119,PENDING RD,4,1987,Y,N,N,N,N,N,BP,28,0,0,21,7,0,0,0,0,0,0,0,0
862,119,POTONG PASIR AVE 1,13,1984,Y,N,N,N,N,N,TP,160,0,0,92,68,0,0,0,0,0,0,0,0
863,119,RIVERVALE DR,1,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
864,119,SERANGOON NTH AVE 1,4,1984,Y,N,N,N,N,N,SGN,20,0,0,0,0,0,20,0,0,0,0,0,0
865,119,SIMEI ST 1,11,1987,Y,N,N,Y,N,N,TAP,110,0,0,0,58,52,0,0,0,0,0,0,0
866,119,TECK WHYE LANE,12,1988,Y,N,N,N,N,N,CCK,99,0,0,0,59,40,0,0,0,0,0,0,0
867,119,YISHUN RING RD,4,1984,Y,N,N,N,N,N,YS,24,0,0,16,8,0,0,0,0,0,0,0,0
868,119A,CANBERRA CRES,13,2016,Y,N,N,N,N,N,SB,118,0,0,0,70,48,0,0,0,0,0,0,0
869,119A,KIM TIAN RD,4,2000,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
870,119A,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,126,0,0,0,48,32,46,0,0,0,0,0,0
871,119B,CANBERRA CRES,13,2016,Y,N,N,N,N,N,SB,120,0,0,0,72,48,0,0,0,0,0,0,0
872,119B,KIM TIAN RD,30,2001,Y,N,N,N,N,N,BM,200,0,0,0,128,72,0,0,0,0,0,0,0
873,119B,RIVERVALE DR,15,1999,Y,N,N,N,N,N,SK,101,0,0,0,42,28,31,0,0,0,0,0,0
874,119C,KIM TIAN RD,30,2001,Y,N,N,N,N,N,BM,200,0,0,0,128,72,0,0,0,0,0,0,0
875,119C,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,106,0,0,0,32,32,42,0,0,0,0,0,0
876,119D,KIM TIAN RD,30,2000,Y,N,N,N,N,N,BM,200,0,0,0,128,72,0,0,0,0,0,0,0
877,119D,RIVERVALE DR,15,1999,Y,N,N,N,N,N,SK,87,0,0,0,28,28,31,0,0,0,0,0,0
878,12,BEDOK STH AVE 2,12,1975,Y,N,N,Y,N,N,BD,308,0,0,0,0,0,0,0,0,308,0,0,0
879,12,CANTONMENT CL,30,2000,Y,N,N,Y,N,N,BM,145,0,0,29,87,29,0,0,0,0,0,0,0
880,12,DAKOTA CRES,2,1958,Y,Y,N,N,N,N,GL,9,0,0,0,0,0,0,0,0,0,0,9,0
881,12,DOVER CL EAST,25,1977,Y,Y,N,N,N,N,QT,96,0,0,0,0,96,0,0,0,0,0,0,0
882,12,EUNOS CRES,14,1976,Y,N,N,Y,N,N,GL,247,0,0,0,0,0,0,0,0,0,247,0,0
883,12,FARRER PK RD,30,2002,Y,N,N,N,N,N,KWN,174,0,0,58,116,0,0,0,0,0,0,0,0
884,12,HAIG RD,2,1977,Y,Y,N,N,N,N,GL,3,0,0,1,0,0,0,0,0,0,0,2,0
885,12,HOLLAND AVE,22,1974,Y,Y,N,N,N,N,QT,356,0,0,268,80,8,0,0,0,0,0,0,0
886,12,JLN BT MERAH,25,1995,Y,N,N,N,N,N,BM,80,0,0,0,32,48,0,0,0,0,0,0,0
887,12,JOO SENG RD,19,1983,Y,N,N,N,N,N,TP,72,0,0,0,18,54,0,0,0,0,0,0,0
888,12,KG ARANG RD,12,1964,Y,N,N,Y,N,N,KWN,132,0,0,88,44,0,0,0,0,0,0,0,0
889,12,LOR 7 TOA PAYOH,11,1969,Y,N,N,N,N,N,TP,176,0,0,176,0,0,0,0,0,0,0,0,0
890,12,MARINE TER,25,1974,Y,N,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0
891,12,MARSILING LANE,12,1975,Y,N,N,Y,N,N,WL,175,0,0,173,0,1,0,0,0,0,0,1,0
892,12,NTH BRIDGE RD,25,1974,Y,N,N,Y,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0
893,12,PINE CL,13,1981,Y,N,N,Y,N,N,GL,120,0,0,72,48,0,0,0,0,0,0,0,0
894,12,ST. GEORGE'S RD,4,1984,Y,N,N,N,N,N,KWN,10,0,0,0,10,0,0,0,0,0,0,0,0
895,12,TAMAN HO SWEE,9,1963,Y,N,N,N,N,N,BM,79,0,9,67,2,0,0,0,0,0,0,1,0
896,12,TECK WHYE LANE,25,1978,Y,Y,N,N,N,N,CCK,96,0,0,0,0,96,0,0,0,0,0,0,0
897,12,TELOK BLANGAH CRES,16,1975,Y,Y,N,N,N,N,BM,166,0,0,163,0,2,0,0,0,0,0,1,0
898,12,TOH YI DR,12,1988,Y,N,N,Y,N,N,BT,88,0,0,0,48,40,0,0,0,0,0,0,0
899,12,UPP BOON KENG RD,12,1974,Y,N,N,Y,N,N,KWN,131,0,0,130,0,1,0,0,0,0,0,0,0
900,12,YORK HILL,12,1969,Y,Y,N,N,N,N,CT,198,0,0,0,0,0,0,0,0,176,22,0,0
901,12A,BEDOK STH RD,1,2004,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
902,12A,DOVER CL EAST,3,2005,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
903,12A,MARINE TER,4,2004,N,N,N,N,Y,N,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
904,12A,MARSILING LANE,26,2012,Y,N,N,N,N,N,WL,150,0,0,50,100,0,0,0,0,0,0,0,0
905,12A,TAMAN HO SWEE,2,1996,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
906,12B,MARSILING LANE,30,2012,Y,Y,N,N,N,N,WL,116,0,0,0,116,0,0,0,0,0,0,0,0
907,12C,MARSILING LANE,30,2012,Y,N,N,N,N,N,WL,116,0,0,0,116,0,0,0,0,0,0,0,0
908,12D,MARSILING LANE,1,2012,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
909,120,ANG MO KIO AVE 3,11,1978,Y,N,N,N,N,N,AMK,118,0,0,86,30,1,1,0,0,0,0,0,0
910,120,BEDOK NTH ST 2,19,1977,Y,N,N,N,N,N,BD,108,0,0,0,16,92,0,0,0,0,0,0,0
911,120,BEDOK RESERVOIR RD,12,1985,Y,N,N,N,N,N,BD,88,0,0,0,88,0,0,0,0,0,0,0,0
912,120,BISHAN ST 12,4,1986,Y,Y,N,N,N,N,BH,26,0,0,19,7,0,0,0,0,0,0,0,0
913,120,BT MERAH LANE 1,1,2010,N,N,Y,N,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
914,120,BT MERAH VIEW,16,1972,Y,N,N,Y,N,N,BM,120,0,0,0,120,0,0,0,0,0,0,0,0
915,120,BT BATOK CTRL,17,1984,Y,N,N,N,N,N,BB,80,0,0,0,0,0,80,0,0,0,0,0,0
916,120,CANBERRA CRES,7,2016,N,Y,N,Y,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
917,120,EDGEDALE PLAINS,1,2016,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
918,120,GEYLANG EAST CTRL,12,1981,Y,N,N,N,N,N,GL,110,0,0,0,110,0,0,0,0,0,0,0,0
919,120,HO CHING RD,11,1971,Y,N,N,N,N,N,JW,198,0,0,198,0,0,0,0,0,0,0,0,0
920,120,HOUGANG AVE 1,4,1982,Y,N,N,N,N,N,HG,34,0,0,9,9,16,0,0,0,0,0,0,0
921,120,KIM TIAN PL,29,1999,Y,N,N,N,N,N,BM,106,0,0,0,56,50,0,0,0,0,0,0,0
922,120,LOR 2 TOA PAYOH,10,1967,Y,N,N,N,N,N,TP,160,0,160,0,0,0,0,0,0,0,0,0,0
923,120,MARSILING RISE,13,1984,Y,N,N,N,N,N,WL,120,0,0,0,24,96,0,0,0,0,0,0,0
924,120,MCNAIR RD,15,1986,Y,N,N,N,N,N,KWN,104,0,0,4,72,28,0,0,0,0,0,0,0
925,120,PAYA LEBAR WAY,21,1979,Y,N,N,N,N,N,GL,80,0,0,0,0,80,0,0,0,0,0,0,0
926,120,PASIR RIS ST 11,4,1988,Y,N,N,N,N,N,PRC,12,0,0,0,0,0,12,0,0,0,0,0,0
927,120,PENDING RD,13,1987,Y,N,N,N,N,N,BP,96,0,0,0,30,66,0,0,0,0,0,0,0
928,120,POTONG PASIR AVE 1,13,1984,Y,Y,N,N,N,N,TP,146,0,0,85,61,0,0,0,0,0,0,0,0
929,120,RIVERVALE DR,1,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
930,120,SERANGOON NTH AVE 1,13,1984,Y,N,N,N,N,N,SGN,96,0,0,0,96,0,0,0,0,0,0,0,0
931,120,SIMEI ST 1,11,1987,Y,N,N,Y,N,N,TAP,110,0,0,0,58,52,0,0,0,0,0,0,0
932,120,TECK WHYE LANE,13,1988,Y,N,N,Y,N,N,CCK,60,0,0,0,0,0,60,0,0,0,0,0,0
933,120,YISHUN RING RD,13,1985,Y,N,N,Y,N,N,YS,120,0,0,0,78,42,0,0,0,0,0,0,0
934,120A,CANBERRA CRES,14,2016,Y,N,N,Y,N,N,SB,130,0,0,0,78,52,0,0,0,0,0,0,0
935,120A,EDGEDALE PLAINS,17,2016,Y,N,N,N,N,N,PG,144,0,0,32,80,32,0,0,0,0,0,0,0
936,120A,HO CHING RD,1,2003,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
937,120A,KIM TIAN PL,29,1999,Y,N,N,N,N,N,BM,107,0,0,0,56,51,0,0,0,0,0,0,0
938,120A,LOR 2 TOA PAYOH,5,1996,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
939,120A,RIVERVALE DR,10,1999,Y,N,N,N,N,N,SK,61,0,0,0,27,18,16,0,0,0,0,0,0
940,120B,CANBERRA CRES,14,2016,Y,N,N,N,N,N,SB,130,0,0,0,78,52,0,0,0,0,0,0,0
941,120B,EDGEDALE PLAINS,17,2016,Y,N,N,Y,N,N,PG,144,0,0,32,80,32,0,0,0,0,0,0,0
942,120B,KIM TIAN PL,5,1998,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
943,120B,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,115,0,0,0,48,32,35,0,0,0,0,0,0
944,120C,CANBERRA CRES,15,2016,Y,N,N,N,N,N,SB,112,0,0,0,42,70,0,0,0,0,0,0,0
945,120C,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,115,0,0,0,32,32,51,0,0,0,0,0,0
946,120D,CANBERRA CRES,14,2016,Y,N,N,N,N,N,SB,104,0,0,0,39,65,0,0,0,0,0,0,0
947,120D,RIVERVALE DR,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
948,121,ANG MO KIO AVE 3,11,1978,Y,N,N,Y,N,N,AMK,217,0,0,194,20,2,1,0,0,0,0,0,0
949,121,BEDOK RESERVOIR RD,10,1985,Y,Y,N,N,N,N,BD,100,0,0,83,17,0,0,0,0,0,0,0,0
950,121,BEDOK NTH RD,12,1977,Y,N,N,Y,N,N,BD,154,0,0,0,154,0,0,0,0,0,0,0,0
951,121,BISHAN ST 12,4,1986,Y,Y,N,N,N,N,BH,26,0,0,18,7,0,0,0,0,0,0,1,0
952,121,BT MERAH VIEW,9,1972,Y,N,N,Y,N,N,BM,224,0,0,0,0,0,0,0,0,224,0,0,0
953,121,BT BATOK CTRL,17,1984,Y,N,N,N,N,N,BB,80,0,0,0,0,0,80,0,0,0,0,0,0
954,121,BT MERAH LANE 1,4,1978,Y,Y,N,N,N,N,BM,16,0,0,0,0,0,0,0,0,0,0,16,0
955,121,CANBERRA ST,1,2016,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
956,121,EDGEDALE PLAINS,6,2015,N,N,N,Y,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
957,121,GEYLANG EAST CTRL,1,1982,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
958,121,HOUGANG AVE 1,4,1981,Y,Y,N,N,N,N,HG,23,0,0,21,2,0,0,0,0,0,0,0,0
959,121,KIM TIAN PL,29,1999,Y,N,N,N,N,N,BM,106,0,0,0,56,50,0,0,0,0,0,0,0
960,121,LOR 2 TOA PAYOH,30,1998,Y,N,N,N,N,N,TP,106,0,0,0,48,58,0,0,0,0,0,0,0
961,121,MARSILING RISE,4,1984,Y,N,N,N,N,N,WL,8,0,0,0,0,0,8,0,0,0,0,0,0
962,121,MCNAIR RD,15,1986,Y,N,N,N,N,N,KWN,124,0,0,0,96,28,0,0,0,0,0,0,0
963,121,PAYA LEBAR WAY,12,1979,Y,N,N,Y,N,N,GL,354,0,0,36,316,2,0,0,0,0,0,0,0
964,121,PASIR RIS ST 11,13,1988,Y,Y,N,N,N,N,PRC,96,0,0,0,72,24,0,0,0,0,0,0,0
965,121,PENDING RD,13,1987,Y,N,N,Y,N,N,BP,96,0,0,0,30,66,0,0,0,0,0,0,0
966,121,POTONG PASIR AVE 1,21,1984,Y,Y,N,Y,N,N,TP,177,0,0,52,62,62,1,0,0,0,0,0,0
967,121,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,131,0,0,0,34,97,0,0,0,0,0,0,0
968,121,SERANGOON NTH AVE 1,13,1984,Y,N,N,N,N,N,SGN,96,0,0,0,18,78,0,0,0,0,0,0,0
969,121,TECK WHYE LANE,11,1988,Y,N,N,N,N,N,CCK,80,0,0,0,44,36,0,0,0,0,0,0,0
970,121,YISHUN ST 11,10,1983,Y,N,N,N,N,N,YS,134,0,0,79,54,1,0,0,0,0,0,0,0
971,121,YUAN CHING RD,10,1971,Y,N,N,N,N,N,JW,160,0,0,147,0,0,0,0,0,0,0,13,0
972,121A,CANBERRA ST,15,2016,Y,N,N,N,N,N,SB,104,0,0,0,65,39,0,0,0,0,0,0,0
973,121A,EDGEDALE PLAINS,17,2015,Y,N,N,N,N,N,PG,446,0,0,0,0,0,0,0,0,170,276,0,0
974,121A,KIM TIAN PL,29,1999,Y,N,N,N,N,N,BM,106,0,0,0,56,50,0,0,0,0,0,0,0
