_id,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,one_room_sold,two_room_sold,three_room_sold,four_room_sold,five_room_sold,exec_sold,multigen_sold,studio_apartment_sold,one_room_rental,two_room_rental,three_room_rental,other_room_rental
1,1,BEACH RD,16,1970,Y,Y,N,N,N,N,KWN,142,0,1,138,1,2,0,0,0,0,0,0,0
2,1,BEDOK STH AVE 1,14,1975,Y,N,N,Y,N,N,BD,206,0,0,204,0,2,0,0,0,0,0,0,0
3,1,CANTONMENT RD,2,2010,N,Y,N,N,N,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,CHAI CHEE RD,15,1982,Y,N,N,N,N,N,BD,102,0,0,0,10,92,0,0,0,0,0,0,0
5,1,CHANGI VILLAGE RD,4,1975,Y,Y,N,N,N,N,PRC,55,0,0,54,0,1,0,0,0,0,0,0,0
6,1,DELTA AVE,25,1982,Y,N,N,N,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0
7,1,DOVER RD,12,1975,Y,N,N,Y,N,N,QT,125,0,0,118,0,7,0,0,0,0,0,0,0
8,1,EUNOS CRES,14,1977,Y,N,N,Y,N,N,GL,247,0,0,0,0,0,0,0,0,0,247,0,0
9,1,EVERTON PK,12,1980,Y,Y,N,N,N,N,BM,95,0,0,62,0,33,0,0,0,0,0,0,0
10,1,GEYLANG SERAI,2,2009,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,GHIM MOH RD,15,1975,Y,N,N,Y,N,N,QT,220,0,0,216,0,4,0,0,0,0,0,0,0
12,1,HAIG RD,15,1976,Y,N,N,Y,N,N,GL,219,0,0,213,0,5,0,0,0,0,0,1,0
13,1,HOLLAND CL,13,1973,Y,N,N,Y,N,N,QT,319,0,0,0,0,0,0,0,0,319,0,0,0
14,1,HOUGANG AVE 3,14,1974,Y,N,N,Y,N,N,HG,204,0,0,200,0,4,0,0,0,0,0,0,0
15,1,JLN BT MERAH,14,1974,Y,Y,N,N,N,N,BM,244,0,0,243,0,0,0,0,0,0,0,1,0
16,1,JLN KUKOH,17,1969,Y,N,Y,Y,N,N,CT,84,0,0,0,0,0,0,0,0,0,56,14,14
17,1,JOO CHIAT RD,5,1984,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,KG KAYU RD,10,1963,Y,N,N,N,N,N,KWN,107,0,0,106,1,0,0,0,0,0,0,0,0
19,1,LOR 7 TOA PAYOH,11,1968,Y,N,N,N,N,N,TP,196,0,0,194,0,2,0,0,0,0,0,0,0
20,1,LOR LEW LIAN,14,1977,Y,N,N,Y,N,N,SGN,179,0,0,174,0,3,0,0,0,0,0,2,0
21,1,MARINE TER,25,1974,Y,Y,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0
22,1,MARSILING DR,11,1973,Y,N,N,Y,N,N,WL,159,0,0,158,0,1,0,0,0,0,0,0,0
23,1,MAUDE RD,14,1970,Y,Y,N,Y,N,N,KWN,176,0,0,0,0,0,0,0,0,0,176,0,0
24,1,PINE CL,19,1998,Y,N,N,N,N,N,GL,156,0,0,0,100,56,0,0,0,0,0,0,0
25,1,PUNGGOL DR,6,2022,N,N,N,Y,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,QUEEN'S RD,23,1974,Y,N,N,N,N,N,BT,88,0,0,0,0,88,0,0,0,0,0,0,0
27,1,ST. GEORGE'S RD,12,1975,Y,N,N,Y,N,N,KWN,154,0,0,0,154,0,0,0,0,0,0,0,0
28,1,TAMPINES WALK,7,2016,N,N,N,Y,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,TECK WHYE AVE,13,1983,Y,N,N,N,N,N,CCK,118,0,0,68,48,0,2,0,0,0,0,0,0
30,1,TELOK BLANGAH CRES,16,1973,Y,Y,N,N,N,N,BM,148,0,0,146,0,2,0,0,0,0,0,0,0
31,1,TG PAGAR PLAZA,24,1976,Y,Y,N,Y,N,N,CT,163,0,0,158,0,5,0,0,0,0,0,0,0
32,1,THOMSON RD,4,1977,Y,Y,N,N,N,N,KWN,8,0,0,0,0,0,0,0,0,0,0,8,0
33,1,TOH YI DR,13,1987,Y,N,N,Y,N,N,BT,132,0,0,0,72,60,0,0,0,0,0,0,0
34,1,UPP ALJUNIED LANE,1,2003,N,Y,Y,N,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,WOODLANDS IND PK E3,2,1994,N,N,N,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1A,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0
37,1A,EUNOS CRES,2,1981,Y,Y,N,N,N,N,GL,2,0,0,0,0,0,0,0,0,0,0,2,0
38,1A,EVERTON PK,1,2000,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1A,TELOK PAKU RD,5,2015,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1A,TELOK BLANGAH CRES,1,2005,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1A,THOMSON RD,1,1980,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1A,TOH YI DR,4,1988,N,N,N,N,Y,N,BT,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1B,CANTONMENT RD,50,2009,Y,N,N,N,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0
44,1C,CANTONMENT RD,50,2009,Y,N,N,N,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0
45,1D,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0
46,1E,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0
47,1F,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0
48,1G,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0
49,10,BENDEMEER RD,7,2016,N,N,N,N,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
50,10,CANTONMENT CL,5,2000,N,N,N,Y,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
51,10,CHAI CHEE RD,15,1999,Y,Y,N,N,N,N,BD,84,0,0,0,56,28,0,0,0,0,0,0,0
52,10,DAKOTA CRES,7,1958,Y,N,N,Y,N,N,GL,53,0,0,0,0,0,0,0,0,0,0,53,0
53,10,EUNOS CRES,16,1977,Y,N,N,Y,N,N,GL,180,0,0,0,180,0,0,0,0,0,0,0,0
54,10,GLOUCESTER RD,14,1976,Y,N,N,Y,N,N,KWN,207,0,0,180,26,1,0,0,0,0,0,0,0
55,10,HAIG RD,13,1976,Y,Y,N,N,N,N,GL,133,0,0,132,0,0,0,0,0,0,0,1,0
56,10,HOLLAND AVE,14,1973,Y,N,N,N,N,N,QT,101,0,0,0,101,0,0,0,0,0,0,0,0
57,10,JLN BT HO SWEE,10,1962,Y,N,N,N,N,N,BM,120,0,50,0,0,0,0,0,0,0,70,0,0
58,10,JLN RUMAH TINGGI,4,1986,Y,N,N,N,N,N,BM,28,0,0,20,8,0,0,0,0,0,0,0,0
59,10,JLN BATU,12,1966,Y,N,N,Y,N,N,KWN,132,0,0,0,8,96,28,0,0,0,0,0,0
60,10,JLN KUKOH,12,1970,Y,Y,N,Y,N,N,CT,92,0,72,16,4,0,0,0,0,0,0,0,0
61,10,JOO SENG RD,20,1982,Y,N,N,N,N,N,TP,76,0,0,0,0,76,0,0,0,0,0,0,0
62,10,LOR 7 TOA PAYOH,25,1997,Y,N,N,N,N,N,TP,96,0,0,0,68,28,0,0,0,0,0,0,0
63,10,MARSILING DR,22,1975,Y,Y,N,N,N,N,WL,84,0,0,0,0,84,0,0,0,0,0,0,0
64,10,NTH BRIDGE RD,16,1973,Y,Y,N,N,N,N,KWN,224,0,0,0,0,0,0,0,0,224,0,0,0
65,10,PINE CL,13,1981,Y,N,N,N,N,N,GL,120,0,0,72,48,0,0,0,0,0,0,0,0
66,10,SELEGIE RD,10,1963,Y,Y,N,N,N,N,CT,48,0,0,48,0,0,0,0,0,0,0,0,0
67,10,ST. GEORGE'S RD,4,1984,Y,N,N,N,N,N,KWN,12,0,0,0,12,0,0,0,0,0,0,0,0
68,10,TECK WHYE AVE,12,1977,Y,N,N,Y,N,N,CCK,153,0,0,130,22,0,1,0,0,0,0,0,0
69,10,TELOK BLANGAH CRES,10,1974,Y,Y,N,N,N,N,BM,66,0,0,65,0,1,0,0,0,0,0,0,0
70,10,TOH YI DR,7,1988,Y,N,N,N,N,N,BT,36,0,0,0,0,0,36,0,0,0,0,0,0
71,10,WOODLANDS AVE 8,4,2000,N,N,N,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
72,10A,BEDOK STH AVE 2,5,1992,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
73,10A,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,220,0,0,71,149,0,0,0,0,0,0,0,0
74,10A,BOON TIONG RD,40,2014,Y,N,N,Y,N,N,BM,228,0,0,76,152,0,0,0,0,0,0,0,0
75,10A,CHAI CHEE RD,1,1999,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
76,10A,HOLLAND DR,6,1997,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
77,10A,JLN KUKOH,1,1999,N,N,N,N,N,Y,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
78,10A,LOR 7 TOA PAYOH,5,1997,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10B,BEDOK STH AVE 2,20,1994,Y,N,N,N,N,N,BD,56,0,0,0,0,0,56,0,0,0,0,0,0
80,10B,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,184,0,0,70,114,0,0,0,0,0,0,0,0
81,10B,BOON TIONG RD,30,2014,Y,N,N,Y,N,N,BM,160,0,13,28,84,0,0,0,35,0,0,0,0
82,10B,LOR 7 TOA PAYOH,25,1997,Y,N,N,N,N,N,TP,96,0,0,0,68,28,0,0,0,0,0,0,0
83,10C,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,220,0,0,71,149,0,0,0,0,0,0,0,0
84,10C,BEDOK STH AVE 2,2,1994,Y,N,N,Y,N,N,BD,2,0,0,0,0,0,2,0,0,0,0,0,0
85,10C,LOR 7 TOA PAYOH,1,1997,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
86,10D,BEDOK STH AVE 2,23,1994,Y,N,N,N,N,N,BD,84,0,0,0,0,0,84,0,0,0,0,0,0
87,10E,BEDOK STH AVE 2,21,1992,Y,N,N,N,N,N,BD,81,0,0,0,0,0,81,0,0,0,0,0,0
88,10F,BEDOK STH AVE 2,24,1992,Y,N,N,N,N,N,BD,67,0,0,0,0,0,67,0,0,0,0,0,0
89,100,ALJUNIED CRES,12,1977,Y,N,N,Y,N,N,GL,198,0,0,0,0,0,0,0,0,198,0,0,0
90,100,BEDOK NTH AVE 4,14,1978,Y,N,N,N,N,N,BD,206,0,0,178,26,1,1,0,0,0,0,0,0
91,100,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,75,0,9,61,5,0,0,0,0,0,0,0,0
92,100,LOR 1 TOA PAYOH,16,1968,Y,N,N,N,N,N,TP,192,0,0,192,0,0,0,0,0,0,0,0,0
93,100,WHAMPOA DR,25,1973,Y,N,N,N,N,N,KWN,96,0,0,0,96,0,0,0,0,0,0,0,0
94,101,AH HOOD RD,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0
95,101,ALJUNIED CRES,12,1977,Y,Y,N,N,N,N,GL,152,0,0,126,22,1,1,0,0,0,0,2,0
96,101,ANG MO KIO AVE 3,12,1977,Y,N,N,N,N,N,AMK,88,0,0,0,12,76,0,0,0,0,0,0,0
97,101,BEDOK RESERVOIR RD,12,1985,Y,N,N,N,N,N,BD,110,0,0,0,16,94,0,0,0,0,0,0,0
98,101,BEDOK NTH AVE 4,13,1977,Y,N,N,Y,N,N,BD,168,0,35,0,0,0,0,0,0,0,133,0,0
99,101,BIDADARI PK DR,2,2019,N,N,N,Y,Y,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
100,101,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0
101,101,BT PURMEI RD,11,1982,Y,N,N,N,N,N,BM,140,0,0,89,50,0,0,0,0,0,0,1,0
102,101,BT BATOK WEST AVE 6,13,1984,Y,N,N,N,N,N,BB,96,0,0,2,46,48,0,0,0,0,0,0,0
103,101,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,76,0,10,62,4,0,0,0,0,0,0,0,0
104,101,CANBERRA ST,1,2019,N,N,N,Y,N,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
105,101,CLEMENTI ST 14,15,1984,Y,N,N,N,N,N,CL,112,0,0,0,18,94,0,0,0,0,0,0,0
106,101,GANGSA RD,13,1986,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0
107,101,HENDERSON CRES,12,1967,Y,N,N,N,N,N,BM,96,0,0,0,96,0,0,0,0,0,0,0,0
108,101,HOUGANG AVE 1,9,1983,Y,N,N,Y,N,N,HG,108,0,0,0,108,0,0,0,0,0,0,0,0
109,101,JLN RAJAH,17,1980,Y,N,N,Y,N,N,KWN,128,0,0,0,128,0,0,0,0,0,0,0,0
110,101,JURONG EAST ST 13,16,1982,Y,N,N,Y,N,N,JE,238,0,0,196,40,2,0,0,0,0,0,0,0
111,101,LENGKONG TIGA,4,1988,Y,N,N,N,N,N,BD,10,0,0,0,0,0,10,0,0,0,0,0,0
112,101,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,0,0,96,0,0,0,0,0,0
113,101,POTONG PASIR AVE 1,16,1984,Y,N,N,N,N,N,TP,120,0,0,120,0,0,0,0,0,0,0,0,0
114,101,PUNGGOL FIELD,4,2001,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
115,101,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,131,0,0,0,56,75,0,0,0,0,0,0,0
116,101,SERANGOON NTH AVE 1,13,1984,Y,N,N,N,N,N,SGN,144,0,0,0,144,0,0,0,0,0,0,0,0
117,101,SIMEI ST 1,11,1988,Y,N,N,Y,N,N,TAP,140,0,0,0,88,52,0,0,0,0,0,0,0
118,101,SPOTTISWOODE PK RD,20,1973,Y,N,N,N,N,N,BM,76,0,0,0,76,0,0,0,0,0,0,0,0
119,101,TAMPINES ST 11,11,1981,Y,N,N,Y,N,N,TAP,120,0,0,80,40,0,0,0,0,0,0,0,0
120,101,TECK WHYE LANE,13,1988,Y,N,N,N,N,N,CCK,66,0,0,0,0,0,66,0,0,0,0,0,0
121,101,TOWNER RD,4,1982,Y,Y,N,N,N,N,KWN,44,0,0,44,0,0,0,0,0,0,0,0,0
122,101,WHAMPOA DR,25,1973,Y,Y,N,N,N,N,KWN,96,0,0,0,96,0,0,0,0,0,0,0,0
123,101,WOODLANDS ST 13,10,1984,Y,N,N,Y,N,N,WL,146,0,0,89,55,2,0,0,0,0,0,0,0
124,101,YISHUN AVE 5,4,1977,Y,Y,N,N,N,N,YS,107,0,0,94,12,1,0,0,0,0,0,0,0
125,101A,BIDADARI PK DR,16,2020,Y,N,N,N,N,N,TP,295,0,86,91,118,0,0,0,0,0,0,0,0
126,101A,CANBERRA ST,15,2019,Y,N,N,N,N,N,SB,164,0,0,0,84,80,0,0,0,0,0,0,0
127,101A,LOR 2 TOA PAYOH,17,1992,Y,N,N,N,N,N,TP,64,0,0,0,0,0,64,0,0,0,0,0,0
128,101A,PUNGGOL FIELD,16,2001,Y,N,N,N,N,N,PG,82,0,0,0,26,56,0,0,0,0,0,0,0
129,101A,YISHUN AVE 5,1,1984,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
130,101B,CANBERRA ST,16,2019,Y,N,N,Y,N,N,SB,240,0,150,30,60,0,0,0,0,0,0,0,0
131,101B,LOR 2 TOA PAYOH,13,1992,Y,N,N,N,N,N,TP,48,0,0,0,0,0,48,0,0,0,0,0,0
132,101B,PUNGGOL FIELD,17,2001,Y,N,N,Y,N,N,PG,92,0,0,0,0,92,0,0,0,0,0,0,0
133,101B,YISHUN AVE 5,1,1984,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
134,101C,LOR 2 TOA PAYOH,4,1992,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
135,101C,PUNGGOL FIELD,17,2001,Y,Y,N,Y,N,N,PG,86,0,0,0,0,86,0,0,0,0,0,0,0
136,101C,YISHUN AVE 5,1,1984,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
137,101D,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0
138,102,ALJUNIED CRES,12,1977,Y,N,N,Y,N,N,GL,150,0,0,124,22,3,1,0,0,0,0,0,0
139,102,ANG MO KIO AVE 3,12,1977,Y,N,N,Y,N,N,AMK,88,0,0,0,66,22,0,0,0,0,0,0,0
140,102,BEDOK RESERVOIR RD,4,1985,Y,N,N,N,N,N,BD,24,0,0,16,8,0,0,0,0,0,0,0,0
141,102,BEDOK NTH AVE 4,14,1976,Y,N,N,N,N,N,BD,149,0,0,116,26,2,5,0,0,0,0,0,0
142,102,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0
143,102,BT PURMEI RD,10,1983,Y,N,N,Y,N,N,BM,147,0,0,93,54,0,0,0,0,0,0,0,0
144,102,BT BATOK WEST AVE 6,13,1984,Y,N,N,Y,N,N,BB,96,0,0,2,46,48,0,0,0,0,0,0,0
145,102,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,95,0,10,80,5,0,0,0,0,0,0,0,0
146,102,CANBERRA ST,6,2019,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
147,102,CLEMENTI ST 14,4,1984,Y,N,N,N,N,N,CL,8,0,0,0,0,0,8,0,0,0,0,0,0
148,102,DEPOT RD,1,2017,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
149,102,GANGSA RD,10,1986,Y,N,N,N,N,N,BP,90,0,0,54,36,0,0,0,0,0,0,0,0
150,102,HENDERSON CRES,14,1967,Y,N,N,N,N,N,BM,140,0,0,0,140,0,0,0,0,0,0,0,0
151,102,HOUGANG AVE 1,13,1983,Y,Y,N,N,N,N,HG,90,0,0,19,71,0,0,0,0,0,0,0,0
152,102,JLN RAJAH,12,1980,Y,Y,N,N,N,N,KWN,198,0,0,0,198,0,0,0,0,0,0,0,0
153,102,JLN DUSUN,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0
154,102,JURONG EAST ST 13,12,1981,Y,N,N,N,N,N,JE,196,0,0,172,22,2,0,0,0,0,0,0,0
155,102,LENGKONG TIGA,14,1988,Y,N,N,N,N,N,BD,73,0,0,0,22,51,0,0,0,0,0,0,0
156,102,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0
157,102,POTONG PASIR AVE 1,16,1983,Y,Y,N,Y,N,N,TP,167,0,0,144,20,0,3,0,0,0,0,0,0
158,102,PUNGGOL FIELD,1,2001,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
159,102,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,129,0,0,0,0,0,129,0,0,0,0,0,0
160,102,SERANGOON NTH AVE 1,4,1984,Y,N,N,N,N,N,SGN,24,0,0,16,8,0,0,0,0,0,0,0,0
161,102,SIMEI ST 1,11,1988,Y,N,N,Y,N,N,TAP,100,0,0,0,64,36,0,0,0,0,0,0,0
162,102,SPOTTISWOODE PK RD,20,1973,Y,Y,N,N,N,N,BM,76,0,0,0,76,0,0,0,0,0,0,0,0
163,102,TAMPINES ST 11,11,1982,Y,N,N,N,N,N,TAP,140,0,0,90,50,0,0,0,0,0,0,0,0
164,102,TECK WHYE LANE,9,1988,Y,N,N,N,N,N,CCK,64,0,0,0,36,28,0,0,0,0,0,0,0
165,102,TOWNER RD,4,1983,Y,Y,N,N,N,N,KWN,36,0,0,36,0,0,0,0,0,0,0,0,0
166,102,WOODLANDS ST 13,12,1984,Y,N,N,Y,N,N,WL,110,0,0,65,45,0,0,0,0,0,0,0,0
167,102A,BIDADARI PK DR,16,2020,Y,N,N,N,N,Y,TP,205,0,66,0,139,0,0,0,0,0,0,0,0
168,102A,CANBERRA ST,17,2019,Y,N,N,N,N,N,SB,190,0,0,0,94,96,0,0,0,0,0,0,0
169,102A,DEPOT RD,21,2016,Y,N,N,Y,N,N,BM,114,0,43,0,0,0,0,0,71,0,0,0,0
170,102A,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0
171,102A,RIVERVALE WALK,5,1997,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
172,102B,BIDADARI PK DR,16,2020,Y,N,N,N,N,N,TP,200,0,0,52,148,0,0,0,0,0,0,0,0
173,102B,CANBERRA ST,16,2019,Y,N,N,N,N,N,SB,210,0,180,30,0,0,0,0,0,0,0,0,0
174,102B,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,86,0,0,0,0,86,0,0,0,0,0,0,0
175,102C,CANBERRA ST,1,2020,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
176,102C,PUNGGOL FIELD,17,2000,Y,N,N,N,N,N,PG,92,0,0,0,0,92,0,0,0,0,0,0,0
177,102D,PUNGGOL FIELD,16,2001,Y,N,N,N,N,N,PG,82,0,0,0,26,56,0,0,0,0,0,0,0
178,103,AH HOOD RD,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0
179,103,ALJUNIED CRES,12,1977,Y,N,N,N,N,N,GL,154,0,0,0,0,0,0,0,0,0,154,0,0
180,103,ANG MO KIO AVE 3,12,1977,Y,N,N,Y,N,N,AMK,131,0,0,97,33,1,0,0,0,0,0,0,0
181,103,BEDOK NTH AVE 4,14,1976,Y,N,N,Y,N,N,BD,154,0,0,126,26,0,2,0,0,0,0,0,0
182,103,BEDOK RESERVOIR RD,12,1985,Y,Y,N,N,N,N,BD,154,0,0,88,66,0,0,0,0,0,0,0,0
183,103,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0
184,103,BT BATOK CTRL,13,1984,Y,N,N,Y,N,N,BB,96,0,0,4,44,48,0,0,0,0,0,0,0
185,103,BT PURMEI RD,11,1982,Y,Y,N,N,N,N,BM,119,0,0,68,50,1,0,0,0,0,0,0,0
186,103,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,99,0,0,0,0,0,0,0,0,0,99,0,0
187,103,CANBERRA ST,1,2020,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
188,103,CLEMENTI ST 14,14,1984,Y,N,N,N,N,N,CL,104,0,0,0,18,86,0,0,0,0,0,0,0
189,103,EDGEFIELD PLAINS,1,2001,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
190,103,GANGSA RD,4,1986,Y,Y,N,N,N,N,BP,26,0,0,19,7,0,0,0,0,0,0,0,0
191,103,HENDERSON CRES,14,1967,Y,N,N,N,N,N,BM,140,0,0,0,140,0,0,0,0,0,0,0,0
192,103,HOUGANG AVE 1,13,1983,Y,N,N,N,N,N,HG,81,0,0,0,30,51,0,0,0,0,0,0,0
193,103,JLN RAJAH,25,1983,Y,N,N,N,N,N,KWN,144,0,0,0,48,96,0,0,0,0,0,0,0
194,103,JURONG EAST ST 13,25,1982,Y,N,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0
195,103,LENGKONG TIGA,14,1988,Y,N,N,N,N,N,BD,73,0,0,0,22,51,0,0,0,0,0,0,0
196,103,LOR 1 TOA PAYOH,10,1967,Y,N,N,Y,N,N,TP,159,0,0,0,0,0,0,0,0,0,159,0,0
197,103,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0
198,103,POTONG PASIR AVE 1,4,1983,Y,N,N,N,N,N,TP,63,0,0,62,0,0,1,0,0,0,0,0,0
199,103,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,123,0,0,0,0,0,123,0,0,0,0,0,0
200,103,SERANGOON NTH AVE 1,13,1984,Y,N,N,Y,N,N,SGN,144,0,0,0,144,0,0,0,0,0,0,0,0
201,103,SPOTTISWOODE PK RD,25,1976,Y,N,N,N,N,N,BM,94,0,0,0,0,92,2,0,0,0,0,0,0
202,103,TAMPINES ST 11,10,1982,Y,N,N,N,N,N,TAP,126,0,0,72,54,0,0,0,0,0,0,0,0
203,103,TECK WHYE LANE,9,1988,Y,Y,N,N,N,N,CCK,80,0,0,0,52,28,0,0,0,0,0,0,0
204,103,TOWNER RD,11,1982,Y,N,N,Y,N,N,KWN,80,0,0,0,40,40,0,0,0,0,0,0,0
205,103,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,32,0,0,24,8,0,0,0,0,0,0,0,0
206,103,YISHUN RING RD,4,1984,Y,Y,N,N,N,N,YS,64,0,0,60,4,0,0,0,0,0,0,0,0
207,103A,BIDADARI PK DR,17,2020,Y,N,N,N,N,N,TP,116,0,0,56,60,0,0,0,0,0,0,0,0
208,103A,CANBERRA ST,15,2019,Y,N,N,N,N,N,SB,224,0,140,28,56,0,0,0,0,0,0,0,0
209,103A,DEPOT RD,25,1999,Y,N,N,N,N,N,BM,96,0,0,0,96,0,0,0,0,0,0,0,0
210,103A,EDGEFIELD PLAINS,17,2000,Y,N,N,N,N,N,PG,96,0,0,0,0,96,0,0,0,0,0,0,0
211,103A,RIVERVALE WALK,5,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
212,103B,BIDADARI PK DR,16,2020,Y,N,N,N,N,N,TP,152,0,0,76,76,0,0,0,0,0,0,0,0
213,103B,CANBERRA ST,15,2019,Y,N,N,N,N,N,SB,224,0,140,28,56,0,0,0,0,0,0,0,0
214,103B,DEPOT RD,20,1999,Y,N,N,N,N,N,BM,76,0,0,0,38,38,0,0,0,0,0,0,0
215,103B,EDGEFIELD PLAINS,16,2000,Y,N,N,N,N,N,PG,90,0,0,0,0,90,0,0,0,0,0,0,0
216,103C,EDGEFIELD PLAINS,16,2001,Y,N,N,N,N,N,PG,90,0,0,0,0,90,0,0,0,0,0,0,0
217,104,ALJUNIED CRES,12,1977,Y,N,N,Y,N,N,GL,88,0,0,0,88,0,0,0,0,0,0,0,0
218,104,BEDOK RESERVOIR RD,15,1985,Y,N,N,N,N,N,BD,84,0,0,0,12,72,0,0,0,0,0,0,0
219,104,BEDOK NTH AVE 4,14,1976,Y,N,N,Y,N,N,BD,153,0,0,124,26,0,3,0,0,0,0,0,0
