SIBOR DATE,SIBOR 1M,SIBOR 3M,SIBOR 6M,SIBOR 12M,SOR ON,SOR 1M,SOR 3M,SOR 6M
18/2/21,0.25,0.40536,0.59268,0,0.05407,0.22156,0.29385,0.29994
19/2/21,0.25,0.40536,0.59321,0,0.01013,0.19527,0.27559,0.2964
22/2/21,0.25,0.40536,0.59321,0,0.02108,0.17598,0.27085,0.28575
23/2/21,0.27964,0.43643,0.59321,0,0.07115,0.22028,0.29122,0.3122
24/2/21,0.28125,0.43679,0.59321,0,0.0778,0.20956,0.28356,0.31117
25/2/21,0.28125,0.43679,0.59321,0,0.09705,0.20442,0.2753,0.29731
26/2/21,0.28126,0.43714,0.59321,0,0.0228,0.19479,0.27402,0.29709
1/3/21,0.28126,0.43714,0.59321,0,0.09752,0.18164,0.25664,0.28946
2/3/21,0.28126,0.43714,0.59321,0,0.12273,0.21271,0.27772,0.30133
3/3/21,0.28126,0.43714,0.59321,0,0.13829,0.22331,0.29108,0.30741
4/3/21,0.28126,0.43714,0.59321,0,0.11612,0.23133,0.28094,0.30494
5/3/21,0.28126,0.43679,0.59321,0,0.11641,0.20043,0.27332,0.29124
8/3/21,0.28126,0.43679,0.59321,0,0.18198,0.20498,0.27423,0.28958
9/3/21,0.28126,0.43679,0.59321,0,0.1288,0.20492,0.27237,0.28752
10/3/21,0.28126,0.43679,0.59321,0,0.15032,0.20672,0.27038,0.3047
11/3/21,0.28126,0.43679,0.59321,0,0.20391,0.23,0.29431,0.31008
12/3/21,0.28126,0.43679,0.59321,0,0.19329,0.22939,0.28538,0.31269
15/3/21,0.28126,0.43679,0.59321,0,0.48535,0.25933,0.3003,0.31525
16/3/21,0.28126,0.43679,0.59321,0,0.14721,0.24349,0.29692,0.31268
17/3/21,0.28126,0.43679,0.59321,0,0.15277,0.25003,0.30086,0.316
18/3/21,0.28126,0.43679,0.59321,0,0.06438,0.22452,0.28265,0.30783
19/3/21,0.28126,0.43714,0.59321,0,0.18065,0.23041,0.28126,0.29668
22/3/21,0.28126,0.43714,0.59321,0,0.16949,0.22303,0.28416,0.29247
23/3/21,0.28126,0.43714,0.59321,0,0.10403,0.22353,0.2767,0.29875
24/3/21,0.28126,0.43714,0.59321,0,0.12243,0.23521,0.27705,0.30701
25/3/21,0.28126,0.43714,0.59321,0,0.16428,0.2491,0.29734,0.32044
26/3/21,0.28126,0.43714,0.59321,0,0.0819,0.23517,0.29406,0.31182
29/3/21,0.28126,0.43714,0.59321,0,0.07864,0.22863,0.27962,0.29693
30/3/21,0.28126,0.4375,0.59321,0,0.06751,0.22268,0.27311,0.29519
31/3/21,0.28126,0.4375,0.59321,0,0.08893,0.21922,0.27681,0.31008
1/4/21,0.28126,0.4375,0.59321,0,0.12463,0.22283,0.27134,0.29241
5/4/21,0.28126,0.4375,0.59321,0,0.06317,0.1965,0.25192,0.28362
6/4/21,0.28126,0.4375,0.59321,0,0.06129,0.1951,0.2478,0.27806
7/4/21,0.28126,0.4375,0.59321,0,0.13487,0.19985,0.24071,0.27153
8/4/21,0.28126,0.4375,0.59321,0,0.21253,0.18876,0.22873,0.26213
9/4/21,0.28126,0.4375,0.59321,0,0.15913,0.20206,0.24126,0.28068
12/4/21,0.28126,0.4375,0.59321,0,0.14334,0.20755,0.25439,0.28157
13/4/21,0.28126,0.4375,0.59321,0,0.10881,0.20171,0.24931,0.27254
14/4/21,0.28126,0.4375,0.59321,0,0.10391,0.20037,0.24267,0.27043
15/4/21,0.28126,0.4375,0.59321,0,0.09445,0.19532,0.23421,0.26084
16/4/21,0.265,0.4375,0.59321,0,0.07999,0.18472,0.2384,0.26014
19/4/21,0.265,0.4375,0.59321,0,0.05202,0.1696,0.22425,0.25497
20/4/21,0.265,0.4375,0.59161,0,0.0452,0.15912,0.2111,0.24385
21/4/21,0.265,0.4375,0.59161,0,0.06885,0.15229,0.20435,0.2383
22/4/21,0.265,0.4375,0.59161,0,0.08416,0.15363,0.20042,0.22933
23/4/21,0.265,0.4375,0.59161,0,0.08905,0.16278,0.21292,0.23002
26/4/21,0.265,0.4375,0.59161,0,0.12801,0.17932,0.21966,0.24231
27/4/21,0.265,0.4375,0.59161,0,0.31302,0.21962,0.24343,0.2554
28/4/21,0.265,0.4375,0.59161,0,0.3826,0.22395,0.23816,0.2465
29/4/21,0.26429,0.43607,0.59161,0,0.19022,0.22939,0.23894,0.25501
30/4/21,0.265,0.43607,0.59161,0,0.18915,0.21764,0.24135,0.2574
3/5/21,0.265,0.43607,0.59161,0,0.18561,0.23155,0.2566,0.25949
4/5/21,0.265,0.43607,0.59161,0,0.19507,0.24555,0.25784,0.27144
5/5/21,0.265,0.43607,0.59161,0,0.19763,0.22134,0.24572,0.25996
6/5/21,0.265,0.43607,0.59161,0,0.09638,0.21083,0.24096,0.25499
7/5/21,0.265,0.43607,0.59161,0,0.03364,0.1953,0.23873,0.24715
10/5/21,0.265,0.43607,0.59161,0,-0.01438,0.19009,0.23873,0.23882
11/5/21,0.26429,0.43107,0.59259,0,0.03562,0.17451,0.22252,0.23902
12/5/21,0.265,0.43607,0.59259,0,0.14615,0.18607,0.22216,0.24608
14/5/21,0.265,0.43607,0.59259,0,0,0.18607,0.22395,0.24608
17/5/21,0.265,0.43607,0.59206,0,0.06287,0.17702,0.21378,0.24222
18/5/21,0.265,0.43607,0.59225,0,0.02623,0.14677,0.17708,0.22313
19/5/21,0.265,0.43607,0.59225,0,0.13083,0.16275,0.1808,0.2239
20/5/21,0.265,0.43607,0.59225,0,0.18163,0.1796,0.20206,0.21907
21/5/21,0.265,0.43607,0.59225,0,0.13949,0.16433,0.20206,0.21529
24/5/21,0.265,0.43607,0.59225,0,0.08836,0.14508,0.18158,0.20592
25/5/21,0.265,0.43607,0.59182,0,0.10383,0.14801,0.18066,0.20233
27/5/21,0.265,0.43607,0.59193,0,0.08078,0.14274,0.18493,0.19537
28/5/21,0.265,0.43607,0.59193,0,0.10744,0.12633,0.18281,0.18908
31/5/21,0.265,0.43607,0.59193,0,0.10501,0.13262,0.17377,0.18996
1/6/21,0.265,0.43607,0.59107,0,0.11671,0.14167,0.18339,0.19855
2/6/21,0.26571,0.43607,0.59107,0,0.16525,0.15697,0.17451,0.20502
3/6/21,0.26571,0.43607,0.59107,0,0.10423,0.14644,0.17773,0.20533
4/6/21,0.26571,0.43607,0.59107,0,0.12683,0.14007,0.18193,0.2032
7/6/21,0.26571,0.43214,0.59107,0,0.14051,0.14921,0.18537,0.20326
8/6/21,0.26571,0.43214,0.59107,0,0.11008,0.15619,0.18516,0.19961
9/6/21,0.26571,0.43214,0.59107,0,0.14672,0.15794,0.17726,0.19349
10/6/21,0.26571,0.43214,0.59107,0,0.21354,0.14869,0.16715,0.18962
11/6/21,0.26571,0.43221,0.59107,0,0.24116,0.15008,0.17558,0.19845
14/6/21,0.26571,0.43214,0.59107,0,0.11708,0.15008,0.17458,0.19457
15/6/21,0.26571,0.43214,0.59107,0,0.09153,0.14668,0.17173,0.19743
16/6/21,0.26571,0.43224,0.59107,0,0.12165,0.16244,0.18177,0.19558
17/6/21,0.26571,0.43214,0.59107,0,0.22565,0.15787,0.18344,0.19407
18/6/21,0.26571,0.43214,0.59107,0,0.08488,0.16093,0.17562,0.20321
21/6/21,0.26571,0.43214,0.59107,0,0.13065,0.16358,0.17963,0.21039
22/6/21,0.26571,0.43214,0.59107,0,0.08449,0.15928,0.18161,0.20668
23/6/21,0.26571,0.43214,0.59107,0,0.13072,0.15402,0.17947,0.20631
24/6/21,0.26571,0.43214,0.59107,0,0.11184,0.14438,0.178,0.20145
25/6/21,0.26571,0.43214,0.59107,0,0.12923,0.14782,0.18324,0.2053
28/6/21,0.26571,0.43214,0.59107,0,0.13386,0.15619,0.18957,0.21112
29/6/21,0.26571,0.43214,0.59107,0,0.10794,0.16245,0.1935,0.2091
30/6/21,0.26571,0.43214,0.59107,0,0.1031,0.15216,0.18673,0.20594
1/7/21,0.26571,0.43214,0.59107,0,0.10394,0.14873,0.18592,0.2039
2/7/21,0.26571,0.43214,0.59107,0,0.1195,0.15741,0.18258,0.21085
5/7/21,0.26571,0.43214,0.59107,0,0.13153,0.15605,0.18163,0.21201
6/7/21,0.26571,0.43214,0.59107,0,0.14423,0.15605,0.18425,0.21413
7/7/21,0.26667,0.43071,0.59107,0,0.24843,0.16355,0.1824,0.21301
8/7/21,0.26667,0.43071,0.59107,0,0.29351,0.15679,0.18701,0.21134
9/7/21,0.26667,0.43071,0.59107,0,0.16387,0.15007,0.18279,0.20735
12/7/21,0.26667,0.43071,0.59107,0,0.15982,0.16093,0.18279,0.21198
13/7/21,0.26667,0.43071,0.59107,0,0.28096,0.16108,0.19161,0.21198
14/7/21,0.26714,0.43071,0.58775,0,0,0.15997,0.18347,0.21198
15/7/21,0.26714,0.43071,0.59107,0,0.181,0.17023,0.19878,0.22428
16/7/21,0.26714,0.43071,0.59107,0,0.14382,0.17653,0.20775,0.22408
19/7/21,0.26714,0.43071,0.59107,0,0.1376,0.17559,0.19896,0.21733
21/7/21,0.26714,0.43044,0.58753,0,0.14398,0.17223,0.2002,0.21911
22/7/21,0.26714,0.43044,0.59107,0,0.10648,0.16643,0.1923,0.21552
23/7/21,0.26714,0.43044,0.59107,0,0.12568,0.16744,0.20425,0.22465
26/7/21,0.26714,0.43044,0.59107,0,0.13894,0.17298,0.20594,0.21901
27/7/21,0.26714,0.43002,0.59107,0,0.16557,0.18231,0.20594,0.22264
28/7/21,0.26714,0.43002,0.59107,0,0.1744,0.17279,0.20594,0.22186
29/7/21,0.26714,0.43002,0.59107,0,0.19271,0.18198,0.21487,0.22775
30/7/21,0.26714,0.43002,0.59107,0,0.19403,0.1889,0.22849,0.2377
2/8/21,0.265,0.43002,0.59107,0,0.14897,0.20093,0.22308,0.2373
3/8/21,0.265,0.42942,0.59107,0,0.0913,0.19456,0.22309,0.23317
4/8/21,0.265,0.42942,0.59107,0,0.16133,0.18993,0.22309,0.23141
5/8/21,0.265,0.42942,0.59107,0,0.15741,0.1945,0.22252,0.23141
6/8/21,0.265,0.42942,0.59107,0,0.12068,0.18813,0.22121,0.23228
10/8/21,0.265,0.42919,0.59107,0,0.05905,0.1784,0.21639,0.23017
11/8/21,0.265,0.42919,0.59107,0,0.07497,0.16009,0.21214,0.22883
12/8/21,0.265,0.42919,0.59107,0,0.07829,0.14768,0.20791,0.22319
13/8/21,0.265,0.42919,0.59107,0,0.06423,0.136,0.19272,0.21682
16/8/21,0.265,0.42919,0.59107,0,0.0124,0.15239,0.19414,0.2201
17/8/21,0.265,0.42943,0.59107,0,0.02157,0.14769,0.1875,0.21252
18/8/21,0.265,0.42943,0.59107,0,0.12913,0.15374,0.19412,0.22241
19/8/21,0.265,0.42943,0.59107,0,0.37107,0.15946,0.19737,0.22146
20/8/21,0.265,0.42943,0.59107,0,0,0.15673,0.19675,0.22322
23/8/21,0.265,0.42943,0.59107,0,0.17208,0.17813,0.2093,0.22609
24/8/21,0.265,0.42882,0.59107,0,0.19117,0.18476,0.20758,0.22091
25/8/21,0.265,0.42882,0.59107,0,0.19879,0.17282,0.20044,0.21737
26/8/21,0.265,0.42882,0.59107,0,0.37522,0.19433,0.22075,0.2308
27/8/21,0.265,0.42882,0.59107,0,0.28475,0.22777,0.24982,0.26454
30/8/21,0.265,0.42882,0.59107,0,0.42458,0.27753,0.28178,0.29205
31/8/21,0.26714,0.42857,0.59107,0,0.28657,0.2639,0.26108,0.27335
1/9/21,0.26714,0.42857,0.59107,0,0.19837,0.23869,0.25525,0.26978
2/9/21,0.265,0.42857,0.59107,0,0.20229,0.28109,0.28176,0.28598
3/9/21,0.26714,0.42857,0.59107,0,0.25423,0.28403,0.29428,0.2908
6/9/21,0.26714,0.42857,0.59107,0,0.18265,0.27341,0.29199,0.28573
7/9/21,0.26714,0.42906,0.59107,0,0.13202,0.25597,0.27242,0.28573
8/9/21,0.26714,0.42906,0.59107,0,0.20495,0.26183,0.27528,0.31372
9/9/21,0.26714,0.42906,0.59107,0,0.24197,0.26513,0.27528,0.31705
10/9/21,0.26714,0.42906,0.59107,0,0.20209,0.26367,0.27528,0.33962
13/9/21,0.26714,0.42906,0.59107,0,0.16148,0.25656,0.29289,0.33618
14/9/21,0.26714,0.42919,0.59107,0,0.1058,0.23832,0.27931,0.319
15/9/21,0.26714,0.42919,0.59107,0,0.10758,0.23679,0.2724,0.31795
16/9/21,0.26714,0.42919,0.59107,0,0.1322,0.2254,0.27114,0.31174
17/9/21,0.26714,0.42919,0.59107,0,0.1585,0.23044,0.27446,0.30991
20/9/21,0.26714,0.42919,0.59107,0,0.37554,0.25504,0.28914,0.32259
21/9/21,0.26714,0.42976,0.59107,0,0,0.25609,0.31571,0.35425
22/9/21,0.26714,0.42976,0.59107,0,0.38349,0.24742,0.29708,0.34826
23/9/21,0.26714,0.42976,0.59107,0,0.17922,0.24638,0.29519,0.34429
24/9/21,0.26714,0.42976,0.59107,0,0.21955,0.24841,0.31439,0.35315
27/9/21,0.26571,0.42976,0.59107,0,0.22666,0.24841,0.31342,0.35894
28/9/21,0.26571,0.42922,0.59107,0,0.27864,0.28985,0.33015,0.35985
29/9/21,0.26571,0.42922,0.59107,0,0.31294,0.27949,0.33221,0.36069
30/9/21,0.26571,0.42922,0.59107,0,0.13614,0.27672,0.33555,0.36583
1/10/21,0.26571,0.42922,0.59107,0,0.18754,0.2971,0.35211,0.38402
4/10/21,0.26571,0.43458,0.59107,0,0.22994,0.29366,0.36213,0.39256
5/10/21,0.26571,0.43453,0.59107,0,0,0.29312,0.35983,0.39094
6/10/21,0.26571,0.43453,0.59107,0,0.21666,0.30206,0.35565,0.37027
7/10/21,0.26571,0.43453,0.59107,0,0.08333,0.2524,0.34206,0.3557
8/10/21,0.26571,0.43453,0.59107,0,-0.01274,0.24712,0.32399,0.35026
11/10/21,0.265,0.43453,0.59107,0,0.10476,0.25967,0.3257,0.35026
12/10/21,0.265,0.43457,0.59107,0,0.19051,0.27503,0.33009,0.38297
13/10/21,0.265,0.43457,0.59107,0,0.37423,0.30717,0.34491,0.39778
14/10/21,0.265,0.43457,0.59107,0,0.29623,0.29715,0.36292,0.41935
15/10/21,0.265,0.43457,0.59107,0,0.30333,0.31592,0.37984,0.4325
18/10/21,0.265,0.43457,0.59107,0,0.20454,0.3215,0.38071,0.43035
19/10/21,0.26571,0.43455,0.59107,0,0.16467,0.31272,0.36427,0.41896
20/10/21,0.29726,0.4349,0.59161,0,0.28113,0.32434,0.3718,0.41725
21/10/21,0.29857,0.4349,0.59161,0,0.46671,0.34532,0.38395,0.42662
22/10/21,0.29893,0.4349,0.59161,0,0.44152,0.33803,0.38922,0.42236
25/10/21,0.31464,0.4349,0.59161,0,0.18736,0.34968,0.40814,0.43117
26/10/21,0.3,0.43504,0.59161,0,0.14689,0.29804,0.33417,0.39672
27/10/21,0.3,0.43504,0.59161,0,0.32061,0.31505,0.35684,0.38334
28/10/21,0.3,0.43504,0.59161,0,0.33093,0.32186,0.35667,0.39034
29/10/21,0.3,0.43504,0.59161,0,0.23706,0.33485,0.37183,0.39769
1/11/21,0.3,0.43504,0.59161,0,0.13315,0.33753,0.37778,0.40032
2/11/21,0.3,0.43487,0.59161,0,0.24286,0.34892,0.37778,0.4149
3/11/21,0.3,0.43487,0.59161,0,0.37464,0.34175,0.39707,0.4149
5/11/21,0.3,0.43487,0.59161,0,0.39986,0.46173,0.43664,0.45628
8/11/21,0.29929,0.43487,0.59161,0,0.21248,0.37969,0.43664,0.43148
9/11/21,0.29929,0.43442,0.59161,0,0.70245,0.32043,0.36225,0.43148
10/11/21,0.29929,0.43643,0.59227,0,0.1985,0.35351,0.39278,0.4355
11/11/21,0.29929,0.43643,0.59227,0,0.19486,0.34456,0.4023,0.42831
12/11/21,0.29929,0.43643,0.59227,0,0.14119,0.29721,0.38062,0.42965
15/11/21,0.29929,0.43643,0.59227,0,0.14299,0.24663,0.29203,0.35936
16/11/21,0.29929,0.43643,0.59229,0,0.11214,0.23437,0.28712,0.34875
17/11/21,0.29929,0.43643,0.59321,0,0.17731,0.26032,0.30726,0.36208
18/11/21,0.3,0.43643,0.59321,0,0.18842,0.25739,0.30178,0.35388
19/11/21,0.3,0.43643,0.59321,0,0.20052,0.27218,0.30965,0.35877
22/11/21,0.3,0.43643,0.59321,0,0.36733,0.25871,0.30871,0.35839
23/11/21,0.3,0.43643,0.59321,0,0,0.23578,0.29569,0.36598
24/11/21,0.3,0.43643,0.59321,0,0.12841,0.21872,0.28508,0.31767
25/11/21,0.3,0.4375,0.59321,0,0.12149,0.17908,0.26428,0.3482
26/11/21,0.3,0.4375,0.59321,0,0.32619,0.23375,0.29833,0.3844
29/11/21,0.3,0.4375,0.59321,0,0.43678,0.26491,0.30651,0.3844
30/11/21,0.3,0.4375,0.59321,0,0.25981,0.27027,0.31772,0.36702
1/12/21,0.3,0.4375,0.59321,0,0.19345,0.24742,0.30787,0.33418
2/12/21,0.30238,0.4375,0.59321,0,0.4077,0.27715,0.31598,0.35849
3/12/21,0.30238,0.4375,0.59321,0,0.45686,0.33243,0.35539,0.40758
6/12/21,0.30238,0.4375,0.59321,0,0.69013,0.30481,0.36494,0.42148
7/12/21,0.30238,0.4375,0.59321,0,0.43842,0.27387,0.35494,0.42148
8/12/21,0.30238,0.4375,0.59321,0,0.18326,0.29579,0.378,0.43919
9/12/21,0.30238,0.4375,0.59321,0,0.27871,0.31136,0.40485,0.46233
10/12/21,0.30238,0.4375,0.59321,0,0.2148,0.32184,0.42391,0.50193
13/12/21,0.30238,0.4375,0.59321,0,0.25147,0.3476,0.43997,0.51796
14/12/21,0.30238,0.4375,0.59321,0,0.15755,0.33551,0.45148,0.5196
15/12/21,0.30238,0.4375,0.59321,0,0.10089,0.3409,0.4521,0.54215
16/12/21,0.30238,0.4375,0.59321,0,0.30356,0.32935,0.52172,0.64086
17/12/21,0.30238,0.4375,0.59321,0,0.26072,0.22886,0.42988,0.57191
20/12/21,0.30238,0.4375,0.59321,0,0.22535,0.23423,0.42581,0.59578
21/12/21,0.30238,0.4375,0.59321,0,0.27251,0.26883,0.47494,0.60712
22/12/21,0.30238,0.4375,0.59321,0,0.46311,0.37101,0.47494,0.64769
23/12/21,0.30238,0.4375,0.59321,0,1.00804,0.38866,0.48903,0.62635
24/12/21,0.30238,0.4375,0.59321,0,0,0.3858,0.48557,0.61829
27/12/21,0.30238,0.4375,0.59321,0,0.31996,0.41366,0.54724,0.67603
28/12/21,0.30238,0.4375,0.59321,0,0.29757,0.38724,0.54177,0.68266
29/12/21,0.30238,0.4375,0.59321,0,0.45585,0.42653,0.55971,0.67747
30/12/21,0.30238,0.4375,0.59321,0,1.19637,0.47131,0.58305,0.68577
31/12/21,0.3,0.4375,0.59321,0,0.32901,0.41883,0.54228,0.67036
3/1/22,0.3,0.4375,0.59321,0,0.24431,0.39655,0.54186,0.64862
4/1/22,0.3,0.4375,0.59321,0,0.11425,0.37381,0.54768,0.67826
5/1/22,0.3,0.4375,0.59321,0,0.0671,0.31297,0.57431,0.73296
6/1/22,0.3,0.4375,0.59321,0,0.07532,0.31288,0.5765,0.76485
7/1/22,0.3,0.4375,0.59321,0,0.02438,0.30858,0.59174,0.77339
10/1/22,0.3,0.4375,0.59321,0,0.06658,0.33507,0.65859,0.83546
11/1/22,0.3,0.43743,0.59321,0,0.08174,0.40667,0.71829,0.84829
12/1/22,0.3,0.43743,0.59321,0,0.04623,0.436,0.75992,0.89308
13/1/22,0.3,0.43743,0.59321,0,0.1333,0.399,0.74913,0.89246
14/1/22,0.3,0.43743,0.59321,0,0.07588,0.40387,0.75726,0.85338
17/1/22,0.3,0.435,0.59321,0,0.29141,0.46121,0.80164,0.85338
18/1/22,0.3,0.435,0.59242,0,0.33408,0.51447,0.87246,0.96606
19/1/22,0.3,0.435,0.59242,0,0.58652,0.50208,0.82353,0.93914
20/1/22,0.3,0.435,0.59242,0,0.53914,0.51054,0.85894,1.02433
21/1/22,0.3,0.435,0.59242,0,0.59823,0.5409,0.90852,1.07481
24/1/22,0.3,0.435,0.59242,0,0.60556,0.6642,0.92101,1.10155
25/1/22,0.3,0.4375,0.59267,0,0.71461,0.76574,0.96409,1.08986
26/1/22,0.3,0.4375,0.59267,0,0.56153,0.76572,0.96507,1.1542
27/1/22,0.3,0.4375,0.59267,0,0.9265,0.66265,0.95986,1.17226
28/1/22,0.3,0.4375,0.59267,0,0.62069,0.69789,0.98674,1.21176
31/1/22,0.3,0.4375,0.59267,0,0.46715,0.67779,0.9804,1.21176
3/2/22,0.3,0.4375,0.59274,0,0.60598,0.67083,0.94762,1.18318
4/2/22,0.3,0.4375,0.59274,0,0.53518,0.65467,0.95288,1.21685
7/2/22,0.3,0.4375,0.59274,0,0.51481,0.62168,0.93581,1.2278
8/2/22,0.3,0.4375,0.5925,0,0.47261,0.5771,0.93801,1.20991
9/2/22,0.3,0.4375,0.5925,0,0.47045,0.60779,0.95178,1.19063
10/2/22,0.3,0.4375,0.5925,0,0.36933,0.62722,0.97161,1.18848
11/2/22,0.3,0.4375,0.5925,0,0.51379,0.63792,0.95984,1.16888
14/2/22,0.3,0.4375,0.5925,0,0.55618,0.6707,0.98148,1.19634
15/2/22,0.3,0.4375,0.59248,0,0.51956,0.6707,1.00322,1.19218
16/2/22,0.3,0.4375,0.59248,0,0.35557,0.7439,1.03604,1.21052
17/2/22,0.3,0.4375,0.59248,0,0.64078,0.7301,1.03359,1.23468
18/2/22,0.3,0.4375,0.59321,0,0.50594,0.61517,0.959,1.16424
21/2/22,0.3,0.4375,0.59321,0,0.26119,0.72749,1.05134,1.26392
22/2/22,0.3,0.4375,0.59321,0,0.29504,0.69306,1.06102,1.30552
23/2/22,0.30238,0.54763,0.62036,0,0.32181,0.74618,1.09041,1.33886
24/2/22,0.30286,0.57379,0.64286,0,0.36616,0.74775,1.08125,1.39965
25/2/22,0.43214,0.58875,0.65464,0,0.43285,0.8032,1.15043,1.42616
28/2/22,0.43643,0.59054,0.65536,0,0.77189,0.94665,1.20929,1.48221
1/3/22,0.43643,0.59054,0.65446,0,0.43586,0.94376,1.20217,1.48234
2/3/22,0.43643,0.59054,0.65536,0,0.38617,0.90967,1.21903,1.48248
3/3/22,0.43643,0.60124,0.65625,0,0.63736,0.8935,1.26724,1.48248
4/3/22,0.43643,0.6266,0.69267,0,0.49213,0.94389,1.32912,1.61514
7/3/22,0.43643,0.6266,0.69285,0,0.9521,0.96474,1.31119,1.60333
8/3/22,0.43643,0.62803,0.69267,0,1.25316,0.98929,1.3546,1.63783
9/3/22,0.43643,0.62839,0.69321,0,1.05232,0.99982,1.35602,1.66168
10/3/22,0.43643,0.62874,0.69321,0,1.03088,1.02937,1.37411,1.62412
11/3/22,0.43643,0.6291,0.69321,0,0.94495,1.04547,1.38281,1.65615
14/3/22,0.43643,0.62946,0.69321,0,1.0337,1.10454,1.37225,1.64679
15/3/22,0.43643,0.63035,0.69321,0,1.57734,1.10696,1.41972,1.69837
16/3/22,0.43643,0.63035,0.69321,0,0.97443,1.15676,1.42591,1.71911
17/3/22,0.48696,0.69178,0.72429,0,1.06434,1.18531,1.4773,1.73903
18/3/22,0.49179,0.69321,0.725,0,1.29366,1.24723,1.51788,1.75481
21/3/22,0.49179,0.69321,0.72464,0,1.30445,1.26577,1.52207,1.80914
22/3/22,0.49376,0.69321,0.725,0,1.05201,1.25834,1.53055,1.77883
23/3/22,0.49376,0.69514,0.73122,0,1.04351,1.29164,1.54749,1.81119
24/3/22,0.49376,0.69514,0.73122,0,0.92605,1.30553,1.56935,1.82293
25/3/22,0.49376,0.69514,0.73158,0,0.92412,1.37238,1.61148,1.88224
28/3/22,0.49501,0.69532,0.73265,0,1.34297,1.35934,1.64914,1.89793
29/3/22,0.6375,0.75821,0.79382,0,0,1.28082,1.59976,1.85425
30/3/22,0.66678,0.78929,0.82248,0,0.77645,1.28118,1.61338,1.86223
31/3/22,0.66749,0.78929,0.82107,0,0.3415,1.1896,1.58369,1.84148
1/4/22,0.66874,0.78929,0,0,0.67506,1.27481,1.63161,1.84148
4/4/22,0.67036,0.78929,0,0,0.7456,1.33347,1.67302,1.99898
5/4/22,0.67036,0.78929,0,0,0.64517,1.3377,1.66635,2.03204
6/4/22,0.67661,0.86321,0,0,0.53501,1.38899,1.71443,2.04976
7/4/22,0.67054,0.86321,0,0,0.77906,1.39785,1.71846,2.05132
8/4/22,0.67054,0.86321,0,0,0.80278,1.39616,1.77733,2.21994
11/4/22,0.67054,0.86321,0,0,0.43749,1.47753,1.8846,2.25022
12/4/22,0.67054,0.86357,0,0,0.3552,1.25599,1.77093,2.25332
13/4/22,0.67054,0.86393,0,0,0.70863,1.18489,1.54166,2.10007
14/4/22,0.67054,0.975,0,0,1.41819,1.37882,1.7827,2.27822
18/4/22,0.67054,0.975,0,0,0,1.45978,1.83655,2.37056
19/4/22,0.67054,0.975,0,0,1.44777,1.54482,1.90214,2.39958
20/4/22,0.67054,0.975,0,0,1.4653,1.49688,1.87063,2.31134
21/4/22,0.67214,1.05142,0,0,1.43614,1.5279,1.90847,2.33314
22/4/22,0.67214,1.05535,0,0,1.76629,1.66748,2.01802,2.45027
25/4/22,0.67214,1.05535,0,0,1.62693,1.74454,2.07477,2.46364
26/4/22,0.67214,1.05606,0,0,1.72886,1.82778,2.11049,2.40582
27/4/22,0.675,1.05624,0,0,1.73359,1.79832,2.11891,2.45683
28/4/22,0.67518,1.05679,0,0,1.5709,1.82659,2.06442,2.4092
29/4/22,0.78554,1.09375,0,0,1.68093,1.81969,2.02606,2.39009
4/5/22,0.78691,1.1125,0,0,0,1.80991,2.12528,2.52271
5/5/22,0.78691,1.11071,0,0,1.64387,1.84486,2.15438,2.50841
6/5/22,0.78876,1.1125,0,0,1.59229,1.86933,2.23099,2.57952
9/5/22,0.78876,1.1125,0,0,1.69219,1.95045,2.27478,2.65302
10/5/22,0.78876,1.1125,0,0,1.90524,2.0068,2.2796,2.64289
11/5/22,0.83251,1.1125,0,0,1.59882,2.0336,2.32354,2.63483
12/5/22,0.83251,1.1125,0,0,1.96182,2.08106,2.36722,2.66024
13/5/22,0.83269,1.1125,0,0,1.7574,2.20297,2.54951,2.91623
17/5/22,0.83304,1.1125,0,0,1.95181,2.20849,2.58701,2.9128
18/5/22,0.86429,1.225,0,0,1.94448,2.23922,2.5688,2.87964
19/5/22,0.86464,1.225,0,0,1.78113,2.3149,2.62298,2.97664
20/5/22,0.86536,1.225,0,0,1.62816,2.33525,2.64416,2.98788
23/5/22,1.1125,1.33786,0,0,1.63075,2.35207,2.65861,3.04886
24/5/22,1.1125,1.33786,0,0,1.66098,2.35064,2.65991,3.01058
25/5/22,1.1125,1.33786,0,0,1.66186,2.37297,2.67401,2.98051
26/5/22,1.1125,1.33786,0,0,1.56346,2.38529,2.66276,2.98941
27/5/22,1.1125,1.33786,0,0,1.49278,2.37386,2.65165,3.03163
30/5/22,1.11286,1.33786,0,0,2.11339,2.39695,2.65165,3.05124
31/5/22,1.11393,1.33786,0,0,2.25809,2.35368,2.66087,3.04264
1/6/22,1.11393,1.33786,0,0,1.65212,2.28075,2.63089,3.02767
2/6/22,1.11357,1.33786,0,0,1.41621,2.25299,2.65679,2.96409
3/6/22,1.11357,1.33786,0,0,1.34962,2.13558,2.62378,3.00029
6/6/22,1.11357,1.33786,0,0,1.31629,2.25714,2.66296,3.00482
7/6/22,1.11357,1.33786,0,0,2.00947,2.27038,2.6799,3.00482
8/6/22,1.11357,1.33786,0,0,1.92006,2.13956,2.66729,3.17269
9/6/22,1.11357,1.33786,0,0,1.86185,2.12079,2.66521,3.12925
10/6/22,1.11571,1.33786,0,0,1.91835,2.17479,2.63912,3.07642
13/6/22,1.11643,1.33786,0,0,2.25829,2.2224,2.67926,3.09976
