Month,Value,cpi_lag1,cpi_lag3,cpi_lag6,cpi_lag12,cpi_sma3,cpi_sma6,cpi_sma12,cpi_ema3,cpi_ema6,cpi_ema12
1992-06-01,66.365,66.357,66.015,65.603,64.943,66.24566666666668,65.97783333333332,65.62625,66.22938492096281,66.011441509555,65.60088352058759
1992-07-01,66.65,66.365,66.357,66.015,65.029,66.45733333333334,66.11816666666667,65.76133333333333,66.43969246048141,66.19388679253929,65.7622860558818
1992-08-01,66.532,66.65,66.365,66.357,65.19,66.51566666666666,66.25366666666666,65.87316666666666,66.4858462302407,66.29049056609949,65.88070358574613
1992-09-01,66.577,66.532,66.65,66.365,65.153,66.58633333333334,66.416,65.99183333333333,66.53142311512035,66.37235040435678,65.98782611101596
1992-10-01,66.743,66.577,66.532,66.65,65.182,66.61733333333333,66.53733333333334,66.12191666666668,66.63721155756016,66.47825028882627,66.1040067093212
1992-11-01,66.931,66.743,66.577,66.532,65.286,66.75033333333333,66.633,66.259,66.78410577878009,66.60760734916163,66.2312364463487
1992-12-01,66.986,66.931,66.743,66.577,65.808,66.88666666666667,66.73649999999999,66.35716666666666,66.88505288939004,66.71571953511545,66.34735391614122
1993-01-01,67.5,66.986,66.931,66.743,65.808,67.13900000000001,66.87816666666667,66.49816666666666,67.19252644469502,66.93979966793961,66.52468408288873
1993-02-01,67.184,67.5,66.986,66.931,65.719,67.22333333333334,66.98683333333334,66.62025,67.1882632223475,67.00957119138543,66.62611730090585
1993-03-01,67.348,67.184,67.5,66.986,65.603,67.34400000000001,67.11533333333334,66.76566666666666,67.26813161117374,67.10626513670388,66.73717617768956
1993-04-01,67.546,67.348,67.184,67.5,66.015,67.35933333333334,67.24916666666667,66.89325000000001,67.40706580558688,67.2319036690742,66.86161061189117
1993-05-01,67.733,67.546,67.348,67.184,66.357,67.54233333333333,67.38283333333332,67.00791666666667,67.57003290279344,67.3750740493387,66.99567051775406
1993-06-01,67.756,67.733,67.546,67.348,66.365,67.67833333333334,67.51116666666667,67.12383333333334,67.66301645139671,67.48391003524193,67.11264428425343
1993-07-01,68.078,67.756,67.733,67.546,66.65,67.85566666666668,67.6075,67.24283333333334,67.87050822569836,67.65365002517281,67.26116054821445
